광역자치단체명,축제명,축제유형,개최기간,개최장소
경상남도,제15회 한산도바다체험축제,생태자연,6월 중,한산면 봉암마을 
경상남도,제29회 욕지 섬 문화축제,기타(주민화합 등),9~10월 중,욕지면 불곡물양장
경상남도,제19회 사량도옥녀봉전국등반축제,기타(주민화합 등),10월 중,사량면 사량중학교
경상남도,제4회 중앙동벅수축제,전통역사,11월 중,중앙동 통제영거리
경상남도,2024 사천에어쇼,기타,10.24.~10.27.,사천비행장
경상남도,제26회 사천와룡문화제,문화예술,04.26.~04.28.,사천시청 일원
경상남도,제21회 사천시 삼천포항 자연산 전어축제,특산물,08.16.~08.18.,팔포음식특화지구
경상남도,2024년 사천시 건강한마당,기타,04.26.~04.28.,사천시보건소 일원
경상남도,제16회 사천시농업한마당축제,특산물,11.01.~11.03.,사천시청 노을광장 일원
경상남도,제7회 곤양비봉내축제,전통역사,9~10월 중,곤양면생활체육시설 일원
경상남도,비토별주부전축제,문화예술,미정,비토해양낚시공원 앞 주차장
경상남도,제5회 선진리성벚꽃축제,문화예술,03.30~03.31.,선진리성 일원
경상남도,제29회 김해분청도자기축제,문화예술,10월 중,김해분청도자박물관 일원
경상남도,2024년 가야문화축제,문화예술,04.19.~04.23.,수릉원_ 가야의 거리 일원 등
경상남도,2024년 가야금축제,문화예술,8~10월,김해문화의전당
경상남도,2024년 김해문화재야행,전통역사,10월 중,수로왕릉_ 수릉원 외 가야유적지 일원
경상남도,제40회 김해진영단감축제,특산물,11.01.~11.03.,진영공설운동장 일원
경상남도,제9회 김해꽃축제,특산물,5월 중,장유 롯데아울렛 테마주차장
경상남도,2024년 김해시평생학습과학축제,기타,9월 말,수릉원
경상남도,제66회 밀양아리랑대축제,전통역사,05.23.~05.26.,영남루 및 밀양강변일원
경상남도,제24회 밀양공연예술축제,문화예술,07.19.~07.28.,밀양아리나
경상남도,2024년 밀양 문화유산 야행,전통역사,04.19.~04.21.,영남루 일원
경상남도,제15회 밀양대추축제,특산물,10.20.~10.22.,단장면
경상남도,제26회 밀양얼음골사과축제,특산물,11.02.~11.03.,얼음골공영주차장
경상남도,제14회 밀양삼랑진 딸기시배지 축제,특산물,3월 중,삼랑진읍 일원
경상남도,초동연가길 코스모스축제,생태자연,10.05.~10.06.,초동연가길 일원
경상남도,거제맹종대나무 축제,특산물,04.26.~04.28.,거제맹종죽테마파크
경상남도,거제옥포대첩 축제,전통역사,6월 중,옥포대첩기념공원_옥포수변공원
경상남도,남부면 수국축제,생태자연,6월 중,남부면 저구항 일원
경상남도,거제 바다로 세계로,기타,7월 중,지세포항수변공원 등
경상남도,거제맥주축제,문화예술 ,8월 중,장승포항수변공원
경상남도,제13회 거제둔덕포도축제,특산물,09.07.~09.08.,둔덕가족생활체육공원 일원
경상남도,제18회 거제섬꽃축제,문화예술,10.26.~11.03.,거제시농업개발원 일원
경상남도,거제대구광역시수산물축제,특산물,12월 중,장목면 외포항 일원
경상남도,거제도국제펭귄수영축제,기타,12월 중,덕포해수욕장
경상남도,거제 송년불꽃축제,문화예술,12.31.,장승포항수변공원
경상남도,배내골고로쇠축제,특산물,02.15.~03.15.,배내골 고로쇠 홍보관 
경상남도,원동미나리축제,특산물,02.16.~04.30.,원동면 일원
경상남도,원동매화축제,특산물,03.9.~03.17,원동면 일원
경상남도,2024 물금벚꽃축제,생태자연,3~4월 중,황산공원 일원
경상남도,양산봄꽃향연,생태자연,4~5월 중,미정
경상남도,2024 양산웅상회야제,기타,5월 중,웅상체육공원(평산동)
경상남도,배내골사과축제,특산물,11.02.~11.03.,배내골 고로쇠 홍보관 
경상남도,양산차문화축제,문화예술,10월 중,통도문화예술의거리
경상남도,양산국화축제,생태자연,10~11월 중,양산천둔치(종합운동장 뒤편)
경상남도,제49회 의령 홍의장군축제,전통역사,04.18.~04.21.,의령읍 서동생활공원일원
경상남도,2024 의령 신번문화축제,전통역사,9월 중,부림면 일원
경상남도,2024 의령 리치리치 페스티벌,문화예술,10월 중,의령읍 일원
경상남도,2024 토요애 의령 농축산물 축제,특산물,10월 중,의령읍 서동생활공원일원
경상남도,제3회 의령가례밭미나리축제,특산물,3월 중,가례면 일원
경상남도,제21 의령토요애수박축제,특산물,4월 중,의령읍 서동생활공원일원
경상남도,2024 청소년과 함께하는 세대공감 어울림 축제,문화예술,10월 중,의령읍 서동생활공원일원
경상남도,제36회 아라가야문화제,전통역사,9월 중,함안박물관_ 말이산고분군 일원
경상남도,제5회 대한민국 & 제30회 함안수박축제,특산물,04.26.~04.28.,함주공원 다목적잔디구장 일원
경상남도,제12회 강주해바라기 축제,생태자연,6~7월 중,강주마을 일원
경상남도,제2회 청보리.작약 축제,생태자연,10.11.~10.13.,강나루생태공원
경상남도,제13회 함안곶감축제,특산물,01.12.~01.14.,함안체육관
경상남도,제19회 창녕낙동강유채축제,생태자연,04.11.~04.14.,남지체육공원 일원
경상남도,제29회 부곡온천축제,생태자연,03.29.~03.31.,부곡온천 관광특구 일원
경상남도,제63회 3.1민속문화제,전통역사,02.29.~03.03.,영산면 일원
경상남도,제38회 비사벌문화제,문화예술,10월 중,창녕읍 일원
경상남도,제11회 엄홍길대장과 함께하는 거류산 등산축제,생태자연,10월 중,엄홍길전시관 및 거류산
경상남도,제46회 소가야문화제,전통역사,9월 중,송학동 고분군 및 고성군종합운동장 일원
경상남도,당항포대첩 축제,전통역사,5월 중,당항포관광지
경상남도,촌스런 축제,기타,7~8월 중,영동둔치공원
경상남도,소가야 차문화 축제,문화예술,미정,고성읍 송학동 고분군
경상남도,고성 보리수 축제,생태자연,미정,상리면 보리수농장
경상남도,고성크리스마스 트리문화 축제,문화예술,미정,고성읍 동외광장
경상남도,고성 독수리 생태 축제,생태자연,미정,고성읍 기월리 일원
경상남도,만화방초 수국축제,생태자연,미정,거류면 만화방초
경상남도,고성 송학 축제,기타,미정,고성읍 송학동 고분군
경상남도,오두산 숲멍 축제,생태자연,미정,상리면 오두산치유숲
경상남도,제8회 고성 가리비 수산물 축제,특산물,10월 중,남포항
경상남도,제2회 고성갯벌 축제,생태자연,9월 중,남포항
경상남도,"남해대교 문화행사 ""노량의 봄""",생태자연,03.29.~03.30.,남해대교 일원
경상남도,제6회 창선고사리축제,특산물,04.26.~04.27.,창선생활체육공원 일원
경상남도,제2회 마이페스트,전통역사,05.03.~05.04.,독일마을 일원
경상남도,제18회 보물섬 멸치축제,특산물,05.11.~05.12.,미조면 미조항
경상남도,제19회 남해 마늘한우 축제,특산물,06.13.~06.16.,남해유배문학관 일원
경상남도,제12회 독일마을맥주축제,전통역사,10.04.~10.06.,독일마을 일원
경상남도,상주 해돋이&물메기 축제,생태자연,12.31.~01.01.,상주은모래비치 일원
경상남도,제27회 하동야생차문화축제,특산물,05.11.~05.14.,화개면 일원
경상남도,가칭 '하동을 먹다'(음식축제),특산물,미정,하동군
경상남도,제8회 하동섬진강문화재첩축제,특산물,6월 중,하동송림 및 섬진강변 일원
경상남도,제39회 산청황매산철쭉제,생태자연,4~5월 중,황매산 일원
경상남도,ON산청 빛나는 여름밤 페스티벌,기타,7~8월 중,산청읍 조산공원 일원
경상남도,생초꽃잔디축제,생태자연,4월 중,생초국제조각공원
경상남도,제17회 지리산산청곶감축제,특산물,01.11.~01.14.,산청곶감유통센터 일원
경상남도,제24회 산청한방약초축제,특산물,09.27.~10.06.,산청 동의보감촌 일원
경상남도,제48회 남명선비문화축제,문화예술,10.18.~10.19.,시천면 한국선비문화연구원
경상남도,제63회 천령문화제, 전통역사,05.09.~05.13.,함양상림공원 일원
경상남도,제21회 함양연암문화제,전통역사,8월 중,안의면 오리숲 일원
경상남도,제19회 함양산삼축제,특산물,10월 중,함양상림공원 일원
경상남도,2024 거창한마당대축제,기타,09.26.~09.28.,거창스포츠파크 및 거창읍 일원
경상남도,제34회 거창국제연극제,문화예술,07.26~08.09.,수승대관광지_ 거창관내일원
경상남도,제4회 감악산 꽃&별 여행,생태자연,09.27.~10.13.,거창별바람언덕
경상남도,제5회 거창 아리미아 꽃 축제,생태자연,5월 중,거창군 창포원
경상남도,제5회 거창韓 거창산양삼축제, 특산물,5월 중,미정
경상남도,제28회 황매산철쭉제,생태자연,4~5월 중,황매산군립공원일대
경상남도,2024 합천바캉스축제,기타,7~8월 중,정양레포츠공원 일대
경상남도,제40회 대야문화제,기타,09.10.~09.13.,합천읍 일원
경상남도,합천황토한우축제,특산물,10월 중,합천읍 군민체육공원 
경상남도,2024 합천기록문화축제,전통역사,10월 중,대장경테마파크
경상남도,제3회 황매산억새축제,생태자연,10월 중,황매산군립공원
제주시,제41회 서귀포유채꽃축제,생태자연,3.30.~3.31.(예정),가시리 유채꽃광장 일대
제주시,2024년 장전리 왕벚꽃축제,기타(주민화합 등),3월~4월중(개화시기),장전리벚꽃거리
제주시,제13회 우도소라축제,특산물,4.26.~4.28.,우도 천진항 일대
제주시,거리예술제,문화예술,4~11월,제주시시 일원
제주시,2024년 애월읍 농수축박람회,기타(주민화합 등),4~6월중(일정 조율중),장소 미정
제주시,제28회 한라산 청정 고사리 축제,특산물_ 전통역사,4월 중,서귀포시 남원읍 한남리 산76-7
제주시,제13회 가파도 청보리 축제,생태자연,4월 중,가파도 일원
제주시,제21회 방선문축제,전통역사,5.4.~5.5.(예정),방선문
제주시,제20회 보목자리돔 축제,특산물,5~6월 중(3일),보목포구
제주시,2024 영천동해바라기축제,생태자연,5월중(미정),토평동2981번지 일원
제주시,"한라산아래첫마을 광평리 2024 제주시메밀축제 ""제주시메밀의 모든 것""",특산물,6.1.~6.2.,안덕면 광평리 일대
제주시,제10회 대정 암반수 마농박람회,특산물,6월예정,대정하모체육공원
제주시,한여름밤의 예술공연,문화예술,7~8월 중,제주시시 일원
제주시,제20회 삼양검은모래축제 ,생태자연,7월 중(미정),삼양검은모래해수욕장
제주시,제19회 제주시이호테우축제,전통역사,7월~8월 중,이호테우해수욕장
제주시,제13회 백난아가요제,문화예술,7월중,협재해수욕장
제주시,제22회 도두오래물축제,기타(주민화합 등),8.9.~8.11.,오래물광장
제주시,제15회 금능원담축제,전통역사,8월중,금능해수욕장
제주시,제22회 예래생태축제,생태자연,9.14.~9.15.,논짓물 일원
제주시,제14회 산지천축제,문화예술,9월 중,산지천 일원
제주시,제3회 화북_ 포구문화제,전통역사_ 문화예술,9월 중,화북포구 일원
제주시,제20회 쇠소깍 축제,생태자연_ 주민화합,9월 중(2일) ,하효항 일원
제주시,제17회 제주시해녀축제,전통역사,9월중(3일),제주시특별자치도일원
제주시,제5회 서귀포 은갈치 축제,특산물,9월중(예정),서귀포항 일원
제주시,2024 제주시레저힐링축제,문화예술,9월~10월 중,제주시시 일원
제주시,제22회 대정고을 추사문화 예술제,전통역사,10월 초(예정),안성리 추사유배지 일원
제주시,제30회 서귀포칠십리축제,문화예술,10.18.~10.20.(예정),제주시월드컵경기도장 광장 및 시내 일원
제주시,삼도2동 문화의 거리 행사,문화예술,10월 중,삼도2동 일원
제주시,아트페스타인제주시,문화예술,10월 중,제주시시 일원
제주시,2024 삼성혈 문화의 거리 축제,문화예술,10월중,삼성혈 문화의 거리
제주시,제주시 성읍마을 전통민속 재현축제,전통역사,10월 중,제주시 성읍마을 일원
제주시,제주시 성읍마을 정의현감 행차재현 및 전통 민요공연,전통역사,10월 중,제주시 성읍마을 일원
제주시,혼인지 축제,전통역사,10월 중,혼인지 일원
제주시,제31회 덕수리 전통민속재현행사,전통역사,10월 중(2일),안덕면 덕수리 민속공연장
제주시,제8회 FPC 한수위 수산물 대축제,특산물,10월중(예정),한림항 일원
제주시,제7회 제주시광어 대축제,특산물,10월중(예정),제주시어류양식수협
제주시,제16회 추자도 참굴비 대축제,특산물,10월중(예정),추자항 일원
제주시,제19회 중문칠선녀축제,기타(주민화합 등),10월~11월 중 2일,천제연폭포 일원
제주시,제24회 최남단 방어 축제,특산물,11월중(예정),모슬포항 일원
제주시,제2회 대정 동일 해넘이 축제,기타(주민화합),12.30.~12.31.,동일1리 일원
제주시,성산읍 찾아가는 문화예술콘서트,문화예술,미정,성산읍 일원
제주시,제6회 대정읍청소년드림페스티벌,기타(주민화합),미정,하모체육공원
